187,80
188,82
189,84
190,85
191,86
191,88
193,90
193,91
195,93
196,95
196,97
198,100
199,103
201,106
202,107
204,108
204,108
204,110
204,111
206,113
206,114
206,114
207,116
207,117
209,119
210,121
211,123
211,125
213,126
214,128
215,130
215,131
217,134
217,134
218,136
219,138
220,140
221,142
222,143
222,143
222,144
222,144
223,147
224,148
225,150
226,152
227,153
227,153
228,155
228,155
229,156
229,158
230,161
230,161
230,162
231,164
233,166
233,167
234,169
235,170
235,170
236,172
236,172
237,173
237,173
238,175
238,175
239,176
240,177
240,180
242,181
243,184
243,185
244,187
246,189
246,189
247,191
248,192
248,192
249,194
250,196
251,197
251,198
252,200
252,202
254,204
254,205
255,206
256,208
258,210
259,211
259,213
260,214
260,216
260,216
262,218
262,219
263,220
264,222
265,223
266,225
267,227
268,228
268,229
269,230
269,232
271,233
271,235
272,238
273,240
274,241
275,242
275,242
275,243
276,246
278,249
279,250
280,251
280,254
281,254
283,255
283,256
284,257
285,258
285,260
287,262
288,263
289,266
289,266
289,267
289,267
291,268
291,268
291,268
291,269
292,270
293,271
294,272
295,273
295,275
295,275
296,275
296,275
297,277
298,279
299,280
300,282
300,283
301,284
301,286
301,286
302,286
302,287
304,288
305,289
306,291
307,292
308,294
309,294
310,296
311,297
312,299
313,300
313,301
314,302
315,303
316,304
316,306
317,307
319,310
321,312
323,315
325,317
327,318
329,320
331,322
333,324
333,324
334,326
335,327
338,329
339,330
339,330
342,333
344,334
345,337
347,338
349,340
350,341
350,341
352,343
354,344
355,345
357,347
358,349
359,350
359,350
361,350
362,352
363,353
365,354
367,356
367,356
369,357
371,357
372,358
372,358
374,359
375,361
376,361
378,362
380,363
382,364
383,365
386,365
389,367
389,367
392,367
396,369
398,370
401,371
401,370
403,370
404,371
408,373
411,374
416,375
422,378
427,381
431,382
434,383
439,384
442,385
446,385
449,386
453,387
456,387
461,388
461,388
465,388
468,388
471,389
475,390
479,390
485,391
491,391
494,392
496,392
499,392
503,392
504,392
507,393
509,393
512,393
514,393
516,393
518,393
519,393
523,393
525,394
529,394
532,394
536,394
538,394
541,394
545,394
547,394
549,394
552,394
554,394
556,394
558,394
561,395
564,395
566,395
570,395
573,395
575,395
577,394
579,394
581,394
583,394
585,394
589,394
593,394
597,395
601,395
604,395
606,395
609,395
612,395
614,395
617,395
618,395
621,394
621,394
624,395
627,394
631,394
634,393
639,393
640,393
645,394
651,394
659,394
663,394
665,394
669,395
672,395
675,395
677,395
681,394
684,394
689,394
691,394
693,394
695,394
698,394
700,394
700,394
702,394
702,394
707,394
707,394
709,394
712,394
715,395
718,395
723,395
727,395
729,395
733,395
735,395
737,395
737,395
739,395
742,395
747,394
750,394
753,393
756,393
758,393
760,393
763,394
766,394
767,394
771,394
774,394
776,394
780,394
780,394
