5.545454545454545951e+03,8.741525423728813848e+02
5.636363636363636033e+03,8.703389830508474461e+02
5.727272727272727025e+03,8.665254237288136210e+02
5.818181818181818016e+03,8.646186440677965948e+02
5.909090909090909008e+03,8.627118644067796822e+02
5.909090909090909008e+03,8.588983050847457434e+02
6.090909090909090992e+03,8.550847457627119184e+02
6.090909090909090992e+03,8.531779661016948921e+02
6.272727272727272975e+03,8.493644067796610670e+02
6.363636363636363967e+03,8.455508474576271283e+02
6.363636363636363967e+03,8.417372881355931895e+02
6.545454545454545951e+03,8.360169491525423382e+02
6.636363636363636033e+03,8.302966101694914869e+02
6.818181818181818016e+03,8.245762711864406356e+02
6.909090909090909008e+03,8.226694915254237230e+02
7.125000000000000000e+03,8.207627118644068105e+02
7.125000000000000000e+03,8.207627118644068105e+02
7.125000000000000000e+03,8.169491525423728717e+02
7.125000000000000000e+03,8.150423728813559592e+02
7.375000000000000000e+03,8.112288135593220204e+02
7.375000000000000000e+03,8.093220338983051079e+02
7.375000000000000000e+03,8.093220338983051079e+02
7.500000000000000000e+03,8.055084745762711691e+02
7.500000000000000000e+03,8.036016949152542566e+02
7.750000000000000000e+03,7.997881355932203178e+02
7.875000000000000000e+03,7.959745762711864927e+02
8.000000000000000000e+03,7.921610169491525539e+02
8.000000000000000000e+03,7.883474576271186152e+02
8.200000000000000000e+03,7.864406779661017026e+02
8.300000000000000000e+03,7.826271186440677639e+02
8.400000000000000000e+03,7.788135593220339388e+02
8.400000000000000000e+03,7.769067796610169125e+02
8.600000000000000000e+03,7.711864406779660612e+02
8.600000000000000000e+03,7.711864406779660612e+02
8.700000000000000000e+03,7.673728813559322361e+02
8.800000000000000000e+03,7.635593220338982974e+02
8.900000000000000000e+03,7.597457627118644723e+02
9.000000000000000000e+03,7.559322033898305335e+02
9.142857142857143117e+03,7.540254237288136210e+02
9.142857142857143117e+03,7.540254237288136210e+02
9.142857142857143117e+03,7.521186440677965948e+02
9.142857142857143117e+03,7.521186440677965948e+02
9.285714285714286234e+03,7.463983050847457434e+02
9.428571428571429351e+03,7.444915254237288309e+02
9.571428571428570649e+03,7.406779661016948921e+02
9.714285714285713766e+03,7.368644067796610670e+02
9.857142857142856883e+03,7.349576271186440408e+02
9.857142857142856883e+03,7.349576271186440408e+02
1.000000000000000000e+04,7.311440677966102157e+02
1.000000000000000000e+04,7.311440677966102157e+02
1.022222222222222263e+04,7.292372881355931895e+02
1.022222222222222263e+04,7.254237288135593644e+02
1.044444444444444525e+04,7.197033898305085131e+02
1.044444444444444525e+04,7.197033898305085131e+02
1.044444444444444525e+04,7.177966101694914869e+02
1.066666666666666606e+04,7.139830508474576618e+02
1.111111111111111131e+04,7.101694915254237230e+02
1.111111111111111131e+04,7.082627118644068105e+02
1.133333333333333394e+04,7.044491525423728717e+02
1.155555555555555475e+04,7.025423728813559592e+02
1.155555555555555475e+04,7.025423728813559592e+02
1.177777777777777737e+04,6.987288135593220204e+02
1.177777777777777737e+04,6.987288135593220204e+02
1.200000000000000000e+04,6.968220338983051079e+02
1.200000000000000000e+04,6.968220338983051079e+02
1.222222222222222263e+04,6.930084745762711691e+02
1.222222222222222263e+04,6.930084745762711691e+02
1.244444444444444525e+04,6.911016949152542566e+02
1.266666666666666788e+04,6.891949152542373440e+02
1.266666666666666788e+04,6.834745762711864927e+02
1.311111111111111131e+04,6.815677966101694665e+02
1.333333333333333394e+04,6.758474576271186152e+02
1.333333333333333394e+04,6.739406779661017026e+02
1.355555555555555475e+04,6.701271186440677639e+02
1.400000000000000000e+04,6.663135593220339388e+02
1.400000000000000000e+04,6.663135593220339388e+02
1.422222222222222263e+04,6.625000000000000000e+02
1.444444444444444525e+04,6.605932203389830875e+02
1.444444444444444525e+04,6.605932203389830875e+02
1.466666666666666788e+04,6.567796610169491487e+02
1.488888888888888869e+04,6.529661016949152099e+02
1.511111111111111131e+04,6.510593220338982974e+02
1.511111111111111131e+04,6.491525423728813848e+02
1.533333333333333394e+04,6.453389830508474461e+02
1.533333333333333394e+04,6.415254237288136210e+02
1.577777777777777737e+04,6.377118644067796822e+02
1.577777777777777737e+04,6.358050847457627697e+02
1.600000000000000000e+04,6.338983050847457434e+02
1.622222222222222263e+04,6.300847457627119184e+02
1.666666666666666788e+04,6.262711864406779796e+02
1.688888888888889051e+04,6.243644067796610670e+02
1.688888888888889051e+04,6.205508474576271283e+02
1.711111111111110949e+04,6.186440677966102157e+02
1.711111111111110949e+04,6.148305084745762770e+02
1.711111111111110949e+04,6.148305084745762770e+02
1.755555555555555475e+04,6.110169491525423382e+02
1.755555555555555475e+04,6.091101694915254257e+02
1.777777777777777737e+04,6.072033898305085131e+02
1.800000000000000000e+04,6.033898305084745743e+02
1.822222222222222263e+04,6.014830508474576618e+02
1.844444444444444525e+04,5.976694915254237230e+02
1.866666666666666424e+04,5.938559322033897843e+02
1.888888888888889051e+04,5.919491525423728717e+02
1.888888888888889051e+04,5.900423728813559592e+02
1.911111111111110949e+04,5.881355932203389330e+02
1.911111111111110949e+04,5.843220338983051079e+02
1.955555555555555475e+04,5.824152542372880816e+02
1.955555555555555475e+04,5.786016949152542566e+02
1.977777777777777737e+04,5.728813559322034052e+02
2.000000000000000000e+04,5.690677966101695802e+02
2.035714285714285870e+04,5.671610169491525539e+02
2.071428571428571377e+04,5.652542372881355277e+02
2.071428571428571377e+04,5.652542372881355277e+02
2.071428571428571377e+04,5.633474576271187289e+02
2.107142857142857247e+04,5.576271186440678775e+02
2.178571428571428623e+04,5.519067796610170262e+02
2.214285714285714494e+04,5.500000000000000000e+02
2.250000000000000000e+04,5.480932203389829738e+02
2.250000000000000000e+04,5.423728813559322361e+02
2.285714285714285870e+04,5.423728813559322361e+02
2.357142857142857247e+04,5.404661016949153236e+02
2.357142857142857247e+04,5.385593220338982974e+02
2.392857142857142753e+04,5.366525423728813848e+02
2.428571428571428623e+04,5.347457627118644723e+02
2.428571428571428623e+04,5.309322033898305335e+02
2.500000000000000000e+04,5.271186440677965948e+02
2.535714285714285870e+04,5.252118644067796822e+02
2.571428571428571377e+04,5.194915254237288309e+02
2.571428571428571377e+04,5.194915254237288309e+02
2.571428571428571377e+04,5.175847457627119184e+02
2.571428571428571377e+04,5.175847457627119184e+02
2.642857142857142753e+04,5.156779661016948921e+02
2.642857142857142753e+04,5.156779661016948921e+02
2.642857142857142753e+04,5.156779661016948921e+02
2.642857142857142753e+04,5.137711864406779796e+02
2.678571428571428623e+04,5.118644067796610102e+02
2.714285714285714494e+04,5.099576271186440977e+02
2.750000000000000000e+04,5.080508474576271283e+02
2.785714285714285870e+04,5.061440677966101589e+02
2.785714285714285870e+04,5.023305084745762770e+02
2.785714285714285870e+04,5.023305084745762770e+02
2.821428571428571740e+04,5.023305084745762770e+02
2.821428571428571740e+04,5.023305084745762770e+02
2.857142857142857247e+04,4.985169491525423950e+02
2.892857142857142753e+04,4.947033898305084563e+02
2.928571428571428623e+04,4.927966101694915437e+02
2.964285714285714494e+04,4.889830508474576050e+02
2.964285714285714494e+04,4.870762711864406924e+02
3.000000000000000000e+04,4.851694915254237230e+02
3.000000000000000000e+04,4.813559322033898411e+02
3.000000000000000000e+04,4.813559322033898411e+02
3.055555555555555475e+04,4.813559322033898411e+02
3.055555555555555475e+04,4.794491525423728717e+02
3.166666666666666788e+04,4.775423728813559592e+02
3.222222222222222263e+04,4.756355932203389898e+02
3.277777777777778101e+04,4.718220338983051079e+02
3.333333333333333576e+04,4.699152542372881385e+02
3.388888888888889051e+04,4.661016949152542566e+02
3.444444444444444525e+04,4.661016949152542566e+02
3.500000000000000000e+04,4.622881355932203178e+02
3.555555555555555475e+04,4.603813559322034052e+02
3.611111111111110949e+04,4.565677966101695233e+02
